Setting,seed,init,Average Value,Discounted Value
smooth,10,proposed,0.24646533954209454,3.2105852647180813
smooth,11,proposed,0.282829180008011,3.235811236416704
smooth,12,proposed,0.07978244902796017,2.7791755407153276
smooth,13,proposed,0.08559242988442425,3.569363769354077
smooth,14,proposed,0.08864812084781061,3.4119471221347397
smooth,15,proposed,0.11403384952785034,3.590867179742539
smooth,16,proposed,0.10862699201016637,3.727690463703869
smooth,17,proposed,0.1153490791341272,3.0666990445965125
smooth,18,proposed,0.26406442091166743,3.388371145438027
smooth,19,proposed,0.2647087841157104,3.303942086192995
smooth,0,oracle,0.15582441398036734,3.6627972840514436
smooth,1,oracle,0.16537485826556814,4.357038041976475
smooth,2,oracle,0.18880810931994485,4.167477607117363
smooth,3,oracle,0.12804917345510083,3.3140373862761097
smooth,4,oracle,0.09702779270665957,4.48799435509571
smooth,5,oracle,0.1102718047816686,2.2246720503644197
smooth,6,oracle,0.2191219923252747,3.4174596064913176
smooth,7,oracle,0.18924517738083138,4.420186065685876
smooth,8,oracle,0.2310844742032395,4.151159677933666
smooth,9,oracle,0.15032043648736634,4.216204635277828
smooth,10,oracle,0.2298715910264848,4.087448340771715
smooth,11,oracle,0.20882614426332372,3.896271863442644
smooth,12,oracle,0.1770240848527368,4.086537618729396
smooth,13,oracle,0.13276862963620056,3.4385626378953162
smooth,14,oracle,0.10538572944257303,3.7164984213665404
smooth,15,oracle,0.20078870082962336,3.6258349729334043
smooth,16,oracle,0.1272176323195257,4.054212056629519
smooth,17,oracle,0.14000174530586054,4.457031194971591
smooth,18,oracle,0.12197777925896182,4.592754162182992
smooth,19,oracle,0.24126148297364416,4.213747500090935
smooth,0,only_cp,0.011292065152805519,0.18033262114539333
smooth,1,only_cp,0.0328222063445312,0.6622007122840128
smooth,2,only_cp,-0.002802551763749706,0.5867783628770759
smooth,3,only_cp,0.08010826362870138,0.7373029904583066
smooth,4,only_cp,0.014688875398213954,0.4631124966673863
smooth,5,only_cp,0.00986158201968645,0.007393660254076786
smooth,6,only_cp,0.1427078656577336,-0.36840155448652484
smooth,7,only_cp,0.07330120906603083,0.6569617766489657
smooth,8,only_cp,0.017329714210828507,0.31408933262355837
smooth,9,only_cp,0.053244023547650114,0.6044298416519086
smooth,10,only_cp,0.046399980247840554,-0.05231728460541115
smooth,11,only_cp,0.12024894359179567,-0.47729427479294856
smooth,12,only_cp,0.1163020567295716,-0.03581239151983813
smooth,13,only_cp,0.06871693280454644,-0.16151541472477823
smooth,14,only_cp,0.038373962820328206,0.558382294739674
smooth,15,only_cp,0.04825194014361004,-0.45995982724437695
smooth,16,only_cp,0.030846251483746475,0.4701047626867482
smooth,17,only_cp,0.06338869785158625,0.42221274424222066
smooth,18,only_cp,0.12732236719971315,-0.10156382062696936
smooth,19,only_cp,0.04553403299178348,-0.041096684430825335
smooth,0,only_clusters,0.029188949157362937,0.5080803683142693
smooth,1,only_clusters,-0.006144641717550417,0.3119077879535454
smooth,2,only_clusters,0.03774656783401061,0.7669333133813216
smooth,3,only_clusters,0.07456909982687351,-0.19475095571226325
smooth,4,only_clusters,0.0518507068159804,0.6186102783076598
smooth,5,only_clusters,-0.02196940960531268,0.49161473282947027
smooth,6,only_clusters,0.13851914170882182,-0.29792589790210594
smooth,7,only_clusters,-0.05018832241843477,0.4130612948900723
smooth,8,only_clusters,-0.006602451825715074,-0.18823260039230696
smooth,9,only_clusters,-0.042465170040298685,-0.043943805367912585
smooth,10,only_clusters,0.09525995193088148,0.6524896576616385
smooth,11,only_clusters,0.14165524736748056,0.6689777425409652
smooth,12,only_clusters,0.028027737487467837,-0.01392847901949405
smooth,13,only_clusters,0.029081686357568463,-0.04035750384957915
smooth,14,only_clusters,0.05391246859242862,0.12750283809241877
smooth,15,only_clusters,0.04856289908263134,-0.047316123609337006
smooth,16,only_clusters,-0.03704796077815045,0.33281554191743373
smooth,17,only_clusters,-0.01784410165686365,-0.09787422919269721
smooth,18,only_clusters,0.11120562973769793,0.9967419016266862
smooth,19,only_clusters,-0.05498807779578036,0.3164275117302659
smooth,0,overall,0.029188949157362937,0.5080803683142693
smooth,1,overall,-0.006144641717550417,0.3119077879535454
smooth,2,overall,0.03064315067800451,0.76692031429456
smooth,3,overall,0.07456909982687351,-0.19475095571226325
smooth,4,overall,0.0518507068159804,0.6186102783076598
smooth,5,overall,-0.02196940960531268,0.49161473282947027
smooth,6,overall,0.13851914170882182,-0.29792589790210594
smooth,7,overall,-0.05018832241843477,0.4130612948900723
smooth,8,overall,-0.006602451825715074,-0.18823260039230696
smooth,9,overall,-0.042465170040298685,-0.043943805367912585
smooth,10,overall,0.09525995193088148,0.6524896576616385
smooth,11,overall,0.12200854038065607,0.6682902551506501
smooth,12,overall,0.028027737487467837,-0.01392847901949405
smooth,13,overall,0.029081686357568463,-0.04035750384957915
smooth,14,overall,0.05391246859242862,0.12750283809241877
smooth,15,overall,0.04856289908263134,-0.047316123609337006
smooth,16,overall,-0.03704796077815045,0.33281554191743373
smooth,17,overall,-0.01784410165686365,-0.09787422919269721
smooth,18,overall,0.11120562973769793,0.9967419016266862
smooth,19,overall,-0.05498807779578036,0.3164275117302659
