Setting,seed,init,Average Value,Discounted Value
pwconst2,0,proposed,0.04374225066892018,3.356046344371937
pwconst2,1,proposed,0.17281569675202815,3.426691285393661
pwconst2,2,proposed,0.1907752006593207,3.559284814070949
pwconst2,3,proposed,0.11888654486888192,2.1469877085791453
pwconst2,4,proposed,0.12564019334172313,4.047287957044265
pwconst2,5,proposed,0.12657013312062115,2.7256240527747497
pwconst2,6,proposed,0.17290343139922879,3.0168646728401667
pwconst2,7,proposed,0.1761895549732183,2.4201053236894037
pwconst2,8,proposed,0.15186025749243254,3.109242339250137
pwconst2,9,proposed,0.17373222363808818,3.447894442210556
pwconst2,10,proposed,0.18509716574132207,3.7969874004591024
pwconst2,11,proposed,0.29570572499109543,3.1071006332240034
pwconst2,12,proposed,0.09410989630632478,3.871602902755095
pwconst2,13,proposed,0.13876647885044324,4.163023866871269
pwconst2,14,proposed,0.16859572747460125,4.289905355722952
pwconst2,15,proposed,0.16678334555383145,3.4685888077098768
pwconst2,16,proposed,0.11964527186526941,2.9330522288221004
pwconst2,17,proposed,0.1439110039964089,2.7359742315101987
pwconst2,18,proposed,0.23255554392904765,3.0446334480867483
pwconst2,19,proposed,0.2645406994766753,3.4376516918807125
pwconst2,0,only_clusters,0.0431402219016634,0.06479481033915098
pwconst2,1,only_clusters,-0.0002664328249826803,0.20453474163513846
pwconst2,2,only_clusters,0.014483105793650291,0.28145002371265126
pwconst2,3,only_clusters,0.07926658257533777,0.21127118516242177
pwconst2,4,only_clusters,0.0690853758591876,-0.3549200823784677
pwconst2,5,only_clusters,-0.01773609003567034,-0.7044659336061825
pwconst2,6,only_clusters,0.146993869887198,0.5128350408626214
pwconst2,7,only_clusters,-0.04611198514323049,0.061041348991319466
pwconst2,8,only_clusters,-0.0101101460247809,-0.48832689895520204
pwconst2,9,only_clusters,-0.040316385472090474,-0.29627519837249044
pwconst2,10,only_clusters,0.08971279202757187,-0.08837519421490651
pwconst2,11,only_clusters,0.13261574470413504,-0.12217091212470592
pwconst2,12,only_clusters,0.05194916364669124,0.15337217816683676
pwconst2,13,only_clusters,0.03656864801828484,-0.8754959440115229
pwconst2,14,only_clusters,0.05951147899200805,-0.3303748883210079
pwconst2,15,only_clusters,0.014017334403705476,0.14971556751180237
pwconst2,16,only_clusters,-0.042877622006748765,0.43848063020544603
pwconst2,17,only_clusters,-0.05147390889618796,-0.19535663233047726
pwconst2,18,only_clusters,0.05914905811109025,-0.7348346190043454
pwconst2,19,only_clusters,-0.06011237770592368,-0.41005681835876345
smooth,0,proposed,0.02973432848945889,3.1471801254094034
smooth,1,proposed,0.17830140656548568,3.1171913600916397
smooth,2,proposed,0.17090549496628346,3.327555508076723
smooth,3,proposed,0.14381246261075498,2.3043407920497874
smooth,4,proposed,0.04430354627001221,2.8516157055585496
smooth,5,proposed,0.1433693458528739,3.586968968585247
smooth,6,proposed,0.1887678283129693,3.0572966279942335
smooth,7,proposed,0.16153203408310432,1.4334198786604453
smooth,8,proposed,0.1768398247761119,2.4904458200288215
smooth,9,proposed,0.16989572258123714,3.4900706083180877
smooth,10,proposed,0.1847951282909297,3.6511772038488477
smooth,11,proposed,0.34226426523345815,2.395760085577383
smooth,12,proposed,0.09908161903388624,3.1131680774484214
smooth,13,proposed,0.1295841899416379,4.526182884164761
smooth,14,proposed,0.11736998423549103,4.0519481263711015
smooth,15,proposed,0.1420876008693652,3.970311793320099
smooth,16,proposed,0.10676601872744895,2.329735378244346
smooth,17,proposed,0.15238837964194255,3.1533319614671798
smooth,18,proposed,0.2571404811609099,2.998726723610687
smooth,19,proposed,0.26635731181722455,4.102688202373182
smooth,0,only_clusters,0.03131592233776584,0.04790291244894616
smooth,1,only_clusters,-0.01329856745764188,0.10901629196013966
smooth,2,only_clusters,0.029230432194605513,0.17097916034309224
smooth,3,only_clusters,0.08653563519190265,0.035900293761536
smooth,4,only_clusters,0.06427095001473865,-0.6296958871504647
smooth,5,only_clusters,-0.039979361765068944,-0.6841276446638819
smooth,6,only_clusters,0.15734737562266535,0.4978817249146021
smooth,7,only_clusters,-0.05753085493111302,0.10259801509443613
smooth,8,only_clusters,-0.018546110202350714,-0.5292375281287335
smooth,9,only_clusters,-0.047397529289185183,-0.34934208868126176
smooth,10,only_clusters,0.10308211579640827,-0.07993840962741312
smooth,11,only_clusters,0.15418868956920892,-0.1739485939448246
smooth,12,only_clusters,0.019024136395082884,0.23662393889860603
smooth,13,only_clusters,0.033083133723149624,-0.9231019358219998
smooth,14,only_clusters,0.056137576952318954,-0.7077036338065864
smooth,15,only_clusters,0.052781999419415825,0.6406983177181828
smooth,16,only_clusters,-0.07226255649442877,0.4727130068674128
smooth,17,only_clusters,-0.02872064219564477,-0.2829833131217573
smooth,18,only_clusters,0.09875670881208909,-0.8082599901194718
smooth,19,only_clusters,-0.031082128840363647,-0.4756773268028935
